,title
7206,Sisters (1973)
7207,Sisters (2015)
7208,Sita Sings the Blues (2008)
7209,"Sitter, The (2011)"
7210,Six Days Seven Nights (1998)
7211,Six Degrees of Separation (1993)
7212,Six Shooter (2004)
7213,Six by Sondheim (2013)
7214,Six-String Samurai (1998)
7215,Sixteen Candles (1984)
7216,"Sixth Sense, The (1999)"
7217,"Skeleton Key, The (2005)"
7218,Skin Deep (1989)
7219,"Skin I Live In, The (La piel que habito) (2011)"
7220,Skinwalkers (2007)
7221,"Skulls, The (2000)"
7222,Sky Captain and the World of Tomorrow (2004)
7223,Sky High (2005)
7224,Skyfall (2012)
7225,Skyline (2010)
7226,Slacker (1991)
7227,Slackers (2002)
7228,Slam (1998)
7229,"Slammin' Salmon, The (2009)"
7230,Slap Shot (1977)
7231,"Slaughter Rule, The (2002)"
7232,Slaughterhouse-Five (1972)
7233,Slaves of New York (1989)
7234,Sleep Dealer (2008)
7235,Sleepaway Camp (1983)
7236,Sleeper (1973)
7237,Sleepers (1996)
7238,Sleeping Beauty (1959)
7239,"Sleeping Car Murder, The (Compartiment tueurs) (1965)"
7240,Sleeping Dogs Lie (a.k.a. Stay) (2006)
7241,Sleeping with the Enemy (1991)
7242,Sleepless in Seattle (1993)
7243,Sleepover (2004)
7244,Sleepwalk with Me (2012)
7245,Sleepwalkers (1992)
7246,Sleepy Hollow (1999)
7247,Sleuth (1972)
7248,Sliding Doors (1998)
7249,Slim Susie (Smala Sussie) (2003)
7250,Sling Blade (1996)
7251,Slither (2006)
7252,Sliver (1993)
7253,Slumber Party Massacre II (1987)
7254,Slumber Party Massacre III (1990)
7255,"Slumber Party Massacre, The (1982)"
7256,Slumdog Millionaire (2008)
7257,"Slums of Beverly Hills, The (1998)"
7258,"Small Circle of Friends, A (1980)"
7259,Small Faces (1996)
7260,Small Soldiers (1998)
7261,Small Time Crooks (2000)
7262,Smile (1975)
7263,"Smile Like Yours, A (1997)"
7264,Smiles of a Summer Night (Sommarnattens leende) (1955)
7265,Smiley Face (2007)
7266,Smiling Fish and Goat on Fire (1999)
7267,Smilla's Sense of Snow (1997)
7268,Smoke (1995)
7269,Smoke Signals (1998)
7270,Smokey and the Bandit (1977)
7271,Smokey and the Bandit II (1980)
7272,Smokey and the Bandit III (1983)
7273,Smokin' Aces (2006)
7274,"Smurfs 2, The (2013)"
7275,"Smurfs, The (2011)"
7276,Snake Eyes (1998)
7277,"Snake Pit, The (1948)"
7278,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
7279,Snakes on a Plane (2006)
7280,"Snapper, The (1993)"
7281,Snatch (2000)
7282,Sneakers (1992)
7283,Sniper (1993)
7284,Snipes (2001)
7285,Snoopy Come Home (1972)
7286,Snow Day (2000)
7287,Snow Dogs (2002)
7288,Snow Falling on Cedars (1999)
7289,"Snow Walker, The (2003)"
7290,Snow White (Blancanieves) (2012)
7291,Snow White and the Huntsman (2012)
7292,Snow White and the Seven Dwarfs (1937)
7293,"Snowman, The (1982)"
7294,Snowpiercer (2013)
7295,Snowriders (1996)
7296,"Snows of Kilimanjaro, The (1952)"
7297,So Dear to My Heart (1949)
7298,So Fine (1981)
7299,So I Married an Axe Murderer (1993)
7300,Soapdish (1991)
7301,"Social Network, The (2010)"
7302,Socialism (Film socialisme) (2010)
7303,Solace (2015)
7304,Solaris (2002)
7305,Solaris (Solyaris) (1972)
7306,Soldier (1998)
7307,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)
7308,"Soldier's Daughter Never Cries, A (1998)"
7309,Soldier's Girl (2003)
7310,"Soldier's Story, A (1984)"
7311,Solo (1996)
7312,"Soloist, The (2009)"
7313,Some Folks Call It a Sling Blade (1993)
7314,Some Kind of Wonderful (1987)
7315,Some Like It Hot (1959)
7316,Someone Like You (2001)
7317,Someone Marry Barry (2014)
7318,Someone to Watch Over Me (1987)
7319,Somersault (2004)
7320,Something Borrowed (2011)
7321,Something Wicked This Way Comes (1983)
7322,Something Wild (1986)
7323,Something the Lord Made (2004)
7324,Something to Talk About (1995)
7325,Something's Gotta Give (2003)
7326,Somewhere in Time (1980)
7327,Somm (2012)
7328,Sommersby (1993)
7329,Son in Law (1993)
7330,Son of Dracula (1943)
7331,Son of Flubber (1963)
7332,Son of Frankenstein (1939)
7333,Son of Lassie (1945)
7334,Son of Rambow (2007)
7335,Son of a Gun (2014)
7336,"Son of the Bride (Hijo de la novia, El) (2001)"
7337,"Son of the Sheik, The (1926)"
7338,"Son's Room, The (Stanza del figlio, La) (2001)"
7339,"Son, The (Le fils) (2002)"
7340,Sonatine (Sonachine) (1993)
7341,"Song of Bernadette, The (1943)"
7342,Song of the Little Road (Pather Panchali) (1955)
7343,Song of the Sea (2014)
7344,Song of the South (1946)
7345,Song of the Thin Man (1947)
7346,"Song to Remember, A (1945)"
7347,Songs From the Second Floor (Sånger från andra våningen) (2000)
7348,Sons of Katie Elder (1965)
7349,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005)
7350,Sophie's Choice (1982)
7351,Sorcerer (1977)
7352,"Sorcerer's Apprentice, The (2010)"
7353,Sorority Boys (2002)
7354,Sorority House Massacre (1986)
7355,Sorority House Massacre II (1990)
7356,"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)"
7357,"Sorry, Wrong Number (1948)"
7358,Soul Food (1997)
7359,Soul Kitchen (2009)
7360,Soul Man (1986)
7361,Soul Men (2008)
7362,Soul Plane (2004)
7363,Sound City (2013)
7364,Sound and Fury (2000)
7365,"Sound of Music, The (1965)"
7366,Sound of My Voice (2011)
7367,Sound of Noise (2010)
7368,Sounder (1972)
7369,Sour Grapes (1998)
7370,Source Code (2011)
7371,South Pacific (1958)
7372,"South Park: Bigger, Longer and Uncut (1999)"
7373,South Park: Imaginationland (2008)
7374,Southern Comfort (1981)
7375,Southland Tales (2006)
7376,Southpaw (2015)
7377,Soylent Green (1973)
7378,Space Chimps (2008)
7379,Space Cowboys (2000)
7380,Space Jam (1996)
7381,SpaceCamp (1986)
7382,Spaceballs (1987)
7383,Spacehunter: Adventures in the Forbidden Zone (1983)
7384,Spanglish (2004)
7385,"Spanish Apartment, The (L'auberge espagnole) (2002)"
7386,"Spanish Prisoner, The (1997)"
7387,Spanking the Monkey (1994)
7388,Sparkle (2012)
7389,Spartacus (1960)
7390,Spartan (2004)
7391,Spawn (1997)
7392,"Specialist, The (1994)"
7393,"Specials, The (2000)"
7394,Species (1995)
7395,Species II (1998)
7396,Spectre (2015)
7397,Speechless (1994)
7398,Speed (1994)
7399,Speed 2: Cruise Control (1997)
7400,Speed Racer (2008)
7401,Spellbound (1945)
7402,Spellbound (2002)
7403,Spencer's Mountain (1963)
7404,Sphere (1998)
7405,Spice World (1997)
7406,Spider (2002)
7407,"Spider Baby or, The Maddest Story Ever Told (Spider Baby) (1968)"
7408,Spider-Man (2002)
7409,Spider-Man 2 (2004)
7410,Spider-Man 3 (2007)
7411,"Spiderwick Chronicles, The (2008)"
7412,Spies Like Us (1985)
7413,Spinout (1966)
7414,Spiral (2000)
7415,"Spirit of St. Louis, The (1957)"
7416,"Spirit, The (2008)"
7417,Spirit: Stallion of the Cimarron (2002)
7418,Spirited Away (Sen to Chihiro no kamikakushi) (2001)
7419,Spirits of the Dead (1968)
7420,"Spitfire Grill, The (1996)"
7421,Splash (1984)
7422,Splendor (1999)
7423,Splendor in the Grass (1961)
7424,Splice (2009)
7425,Splinter (2008)
7426,"SpongeBob SquarePants Movie, The (2004)"
7427,Spotlight (2015)
7428,Spring Breakers (2013)
7429,Spring Forward (1999)
7430,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)"
7431,Sprung (1997)
7432,Spun (2001)
7433,Spy (2015)
7434,Spy Game (2001)
7435,Spy Hard (1996)
7436,Spy Kids (2001)
7437,Spy Kids 2: The Island of Lost Dreams (2002)
7438,Spy Kids 3-D: Game Over (2003)
7439,"Spy Next Door, The (2010)"
7440,"Spy Who Came in from the Cold, The (1965)"
7441,"Spy Who Loved Me, The (1977)"
7442,Squanto: A Warrior's Tale (1994)
7443,"Squid and the Whale, The (2005)"
7444,St. Elmo's Fire (1985)
7445,St. Vincent (2014)
7446,Stag (1997)
7447,Stage Beauty (2004)
7448,Stage Door (1937)
7449,Stage Fright (1950)
7450,Stagecoach (1939)
7451,Stagecoach (1966)
7452,Stake Land (2010)
7453,Stakeout (1987)
7454,Stalag 17 (1953)
7455,Stalingrad (1993)
7456,Stalker (1979)
7457,Stand Up Guys (2012)
7458,Stand Up and Cheer! (1934)
7459,Stand and Deliver (1988)
7460,Stand by Me (1986)
7461,Stander (2003)
7462,Standing in the Shadows of Motown (2002)
7463,Standoff (2016)
7464,Stanley & Iris (1990)
7465,Stanley Kubrick: A Life in Pictures (2001)
7466,Star 80 (1983)
7467,"Star Is Born, A (1937)"
7468,"Star Is Born, A (1954)"
7469,"Star Is Born, A (1976)"
7470,Star Kid (1997)
7471,"Star Maker, The (Uomo delle stelle, L') (1995)"
7472,Star Maps (1997)
7473,Star Trek (2009)
7474,Star Trek 3 (2016)
7475,Star Trek II: The Wrath of Khan (1982)
7476,Star Trek III: The Search for Spock (1984)
7477,Star Trek IV: The Voyage Home (1986)
7478,Star Trek Into Darkness (2013)
7479,Star Trek V: The Final Frontier (1989)
7480,Star Trek VI: The Undiscovered Country (1991)
7481,Star Trek: First Contact (1996)
7482,Star Trek: Generations (1994)
7483,Star Trek: Insurrection (1998)
7484,Star Trek: Nemesis (2002)
7485,Star Trek: The Motion Picture (1979)
7486,Star Wars: Episode I - The Phantom Menace (1999)
7487,Star Wars: Episode II - Attack of the Clones (2002)
7488,Star Wars: Episode III - Revenge of the Sith (2005)
7489,Star Wars: Episode IV - A New Hope (1977)
7490,Star Wars: Episode V - The Empire Strikes Back (1980)
7491,Star Wars: Episode VI - Return of the Jedi (1983)
7492,Star Wars: Episode VII - The Force Awakens (2015)
7493,Star Wars: The Clone Wars (2008)
7494,Star Wreck: In the Pirkinning (2005)
7495,Starbuck (2011)
7496,Stardom (2000)
7497,Stardust (2007)
7498,Stardust Memories (1980)
7499,Stargate (1994)
7500,Stargate: Continuum (2008)
7501,Stargate: The Ark of Truth (2008)
7502,Starman (1984)
7503,Starred Up (2013)
7504,Starry Eyes (2014)
7505,Stars and Bars (1988)
7506,Starship Troopers (1997)
7507,Starship Troopers 2: Hero of the Federation (2004)
7508,Starship Troopers 3: Marauder (2008)
7509,Starsky & Hutch (2004)
7510,Start the Revolution Without Me (1970)
7511,Starting Over (1979)
7512,Startup.com (2001)
7513,State Fair (1945)
7514,State and Main (2000)
7515,State of Grace (1990)
7516,State of Play (2009)
7517,State of Siege (État de siège) (1972)
7518,"State of Things, The (Stand der Dinge, Der) (1982)"
7519,"Statement, The (2003)"
7520,Staten Island (2009)
7521,"Station Agent, The (2003)"
7522,Stay (2005)
7523,Stay Alive (2006)
7524,Stay Tuned (1992)
7525,Staying Alive (1983)
7526,"Steal Big, Steal Little (1995)"
7527,Steal This Movie! (2000)
7528,Stealing Beauty (1996)
7529,Stealing Harvard (2002)
7530,Stealing Home (1988)
7531,Stealth (2005)
7532,Steam of Life (Miesten vuoro) (2010)
7533,Steam: The Turkish Bath (Hamam) (1997)
7534,"Steamboat Bill, Jr. (1928)"
7535,Steamboat Willie (1928)
7536,Steamboy (Suchîmubôi) (2004)
7537,Steel (1997)
7538,Steel Magnolias (1989)
7539,Stella Dallas (1937)
7540,Step Brothers (2008)
7541,Step Into Liquid (2002)
7542,Step Up (2006)
7543,Step Up 2 the Streets (2008)
7544,"Stepfather, The (1987)"
7545,"Stepford Wives, The (1975)"
7546,"Stepford Wives, The (2004)"
7547,Stephen Tobolowsky's Birthday Party (2005)
7548,Stepmom (1998)
7549,"Sterile Cuckoo, The (1969)"
7550,Steve Jobs (2015)
7551,Stevie (2002)
7552,Stick It (2006)
7553,Stigmata (1999)
7554,Still Breathing (1997)
7555,Still Crazy (1998)
7556,Still Walking (Aruitemo aruitemo) (2008)
7557,"Sting II, The (1983)"
7558,"Sting, The (1973)"
7559,Stir Crazy (1980)
7560,Stir of Echoes (1999)
7561,Stoker (2013)
7562,Stolen Kisses (Baisers volés) (1968)
7563,Stolen Summer (2002)
7564,Stone Reader (2002)
7565,Stonehearst Asylum (2014)
7566,Stonewall (1995)
7567,Stop Making Sense (1984)
7568,Stop! Or My Mom Will Shoot (1992)
7569,Storefront Hitchcock (1997)
7570,Stories We Tell (2012)
7571,Stormbreaker (Alex Rider: Operation Stormbreaker) (2006)
7572,"Story of Adele H., The (Histoire d'Adèle H., L') (1975)"
7573,"Story of Qiu Ju, The (Qiu Ju da guan si) (1992)"
7574,"Story of Us, The (1999)"
7575,"Story of Xinghua, The (Xinghua san yue tian) (1994)"
7576,Storytelling (2001)
7577,Stowaway (1936)
7578,"Strada, La (1954)"
7579,Straight Outta Compton (2015)
7580,"Straight Story, The (1999)"
7581,Straight Talk (1992)
7582,Straight to Hell (1987)
7583,Straight-Jacket (2004)
7584,Strange Brew (1983)
7585,Strange Days (1995)
7586,"Strange Love of Martha Ivers, The (1946)"
7587,"Stranger Among Us, A (1992)"
7588,Stranger Than Paradise (1984)
7589,Stranger Things
7590,Stranger than Fiction (2006)
7591,Strangers on a Train (1951)
7592,Strangers with Candy (2005)
7593,"Strangers, The (2008)"
7594,Straw Dogs (1971)
7595,Strawberry and Chocolate (Fresa y chocolate) (1993)
7596,Stray Dog (Nora inu) (1949)
7597,Streamers (1983)
7598,Street Fight (2005)
7599,Street Fighter (1994)
7600,"Street Fighter, The (Gekitotsu! Satsujin ken) (1974)"
7601,Street Kings (2008)
7602,Street Trash (1987)
7603,"Streetcar Named Desire, A (1951)"
7604,Stretch (2014)
7605,Strictly Ballroom (1992)
7606,Strictly Business (1991)
7607,Striking Distance (1993)
7608,"String, The (Le fil) (2009)"
7609,Stripes (1981)
7610,Striptease (1996)
7611,Stromboli (1950)
7612,Stroszek (1977)
7613,Stuart Little (1999)
7614,Stuart Little 2 (2002)
7615,Stuart Saves His Family (1995)
7616,Stuck on You (2003)
7617,Student of the Year (2012)
7618,"Stunt Man, The (1980)"
7619,"Stupids, The (1996)"
7620,SubUrbia (1997)
7621,Submarine (2010)
7622,"Substance of Fire, The (1996)"
7623,"Substitute, The (1996)"
7624,Suburban Commando (1991)
7625,"Suburbans, The (1999)"
7626,Suburbia (1984)
7627,Sucker Punch (2011)
7628,Sudden Death (1995)
7629,Sudden Impact (1983)
7630,Suddenly (1954)
7631,"Suddenly, Last Summer (1959)"
7632,Suffragette (2015)
7633,Sugar & Spice (2001)
7634,"Sugarland Express, The (1974)"
7635,Suicide Club (Jisatsu saakuru) (2001)
7636,Suicide Kings (1997)
7637,Suicide Squad (2016)
7638,Sukiyaki Western Django (2008)
7639,Sullivan's Travels (1941)
7640,"Sum of All Fears, The (2002)"
7641,"Sum of Us, The (1994)"
7642,Summer Catch (2001)
7643,"Summer Hours (Heure d'été, L') (2008)"
7644,Summer Lovers (1982)
7645,"Summer Place, A (1959)"
7646,Summer Rental (1985)
7647,Summer School (1987)
7648,Summer Stock (1950)
7649,Summer Storm (Sommersturm) (2004)
7650,Summer Wars (Samâ wôzu) (2009)
7651,Summer of '42 (1971)
7652,Summer of Sam (1999)
7653,Summer with Monika (Sommaren med Monika) (1953)
7654,Summertime (1955)
7655,Sunday Bloody Sunday (1971)
7656,"Sunday in the Country, A (Un dimanche à la campagne) (1984)"
7657,Sunless (Sans Soleil) (1983)
7658,Sunrise: A Song of Two Humans (1927)
7659,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
7660,"Sunset Limited, The (2011)"
7661,Sunshine (1999)
7662,Sunshine (2007)
7663,Sunshine Cleaning (2008)
7664,Sunshine State (2002)
7665,Sunspring (2016)
7666,Super (2010)
7667,Super 8 (2011)
7668,Super Fly (Superfly) (1972)
7669,Super High Me (2007)
7670,Super Mario Bros. (1993)
7671,Super Size Me (2004)
7672,Super Troopers (2001)
7673,"Super, The (1991)"
7674,SuperBabies: Baby Geniuses 2 (2004)
7675,Superbad (2007)
7676,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
7677,Supercop 2 (Project S) (Chao ji ji hua) (1993)
7678,Superfast! (2015)
7679,Supergirl (1984)
7680,Superhero Movie (2008)
7681,Superman (1978)
7682,Superman II (1980)
7683,Superman III (1983)
7684,Superman IV: The Quest for Peace (1987)
7685,Superman Returns (2006)
7686,Superman and the Mole-Men (1951)
7687,Supernova (2000)
7688,Superstar (1999)
7689,Superstar: The Karen Carpenter Story (1988)
7690,"Superweib, Das (1996)"
7691,Support Your Local Sheriff! (1969)
7692,"Sure Thing, The (1985)"
7693,Surf Nazis Must Die (1987)
7694,Surf's Up (2007)
7695,Surfwise (2007)
7696,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)"
7697,Surrogates (2009)
7698,Survival Island (Three) (2005)
7699,Survive and Advance (2013)
7700,Surviving Christmas (2004)
7701,Surviving Picasso (1996)
7702,Surviving the Game (1994)
7703,Survivor (2015)
7704,"Survivors, The (1983)"
7705,Susannah of the Mounties (1939)
7706,Suspect (1987)
7707,Suspect Zero (2004)
7708,Suspicion (1941)
7709,Suspiria (1977)
7710,Suture (1993)
7711,Swamp Thing (1982)
7712,"Swan Princess, The (1994)"
7713,Swedish Auto (2006)
7714,"Swedish Love Story, A (Kärlekshistoria, En) (1970)"
7715,Sweeney Todd: The Demon Barber of Fleet Street (2007)
7716,Sweet Bird of Youth (1962)
7717,Sweet Charity (1969)
7718,Sweet Dreams (1985)
7719,"Sweet Hereafter, The (1997)"
7720,Sweet Home Alabama (2002)
7721,Sweet Liberty (1986)
7722,Sweet November (2001)
7723,Sweet Sixteen (2002)
7724,Sweet Smell of Success (1957)
7725,Sweet and Lowdown (1999)
7726,"Sweetest Thing, The (2002)"
7727,Swelter (2014)
7728,Swept Away (2002)
7729,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
7730,Swimfan (2002)
7731,Swimming Pool (2003)
7732,Swimming Upstream (2002)
7733,Swimming to Cambodia (1987)
7734,Swimming with Sharks (1995)
7735,Swing Kids (1993)
7736,Swing Shift (1984)
7737,Swing Time (1936)
7738,Swingers (1996)
7739,Swiss Family Robinson (1960)
7740,"Switch, The (2010)"
7741,Switchback (1997)
7742,Switching Channels (1988)
7743,"Sword in the Stone, The (1963)"
7744,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
7745,Sword of Vengeance (2014)
7746,Sword of the Stranger (Sutorejia: Mukô hadan) (2007)
7747,Swordfish (2001)
7748,Sydney (Hard Eight) (1996)
7749,Sydney White (2007)
7750,Sylvia (2003)
7751,Sylvia Scarlett (1935)
7752,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
7753,"Synecdoche, New York (2008)"
7754,Syriana (2005)
7755,Syrup (2013)
7756,T-Men (1947)
7757,T-Rex: Back to the Cretaceous (1998)
7758,THX 1138 (1971)
7759,TMNT (Teenage Mutant Ninja Turtles) (2007)
7760,TPB AFK: The Pirate Bay Away from Keyboard (2013)
7761,Tabu: A Story of the South Seas (1931)
7762,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
7763,Tai Chi Master (Twin Warriors) (Tai ji: Zhang San Feng) (1993)
7764,"Tailor of Panama, The (2001)"
7765,Take Me Home Tonight (2011)
7766,Take Me Out to the Ball Game (1949)
7767,Take Shelter (2011)
7768,Take This Waltz (2011)
7769,Take the Lead (2006)
7770,Take the Money and Run (1969)
7771,Taken (2008)
7772,Taken 2 (2012)
7773,Taken 3 (2015)
7774,Takers (2010)
7775,Taking Care of Business (1990)
7776,Taking Lives (2004)
7777,Taking Sides (2001)
7778,Taking Woodstock (2009)
7779,"Taking of Pelham 1 2 3, The (2009)"
7780,"Taking of Pelham One Two Three, The (1974)"
7781,"Tale of Despereaux, The (2008)"
7782,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)"
7783,"Tale of Springtime, A (Conte de Printemps) (1990)"
7784,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)"
7785,"Talented Mr. Ripley, The (1999)"
7786,Tales from the Crypt Presents: Bordello of Blood (1996)
7787,Tales from the Crypt Presents: Demon Knight (1995)
7788,Tales from the Darkside: The Movie (1990)
7789,Tales from the Hood (1995)
7790,Talk Radio (1988)
7791,"Talk of the Town, The (1942)"
7792,Talk to Her (Hable con Ella) (2002)
7793,Talk to Me (2007)
7794,Talking About Sex (1994)
7795,Tall Tale (1995)
7796,Talladega Nights: The Ballad of Ricky Bobby (2006)
7797,Tallulah (2016)
7798,"Taming of the Shrew, The (1967)"
7799,Tammy (2014)
7800,Tampopo (1985)
7801,Tangerine (2015)
7802,Tangled (2010)
7803,Tangled Ever After (2012)
7804,Tango & Cash (1989)
7805,Tango (1998)
7806,"Tango Lesson, The (1997)"
7807,Tank Girl (1995)
7808,"Tao of Steve, The (2000)"
7809,Tap (1989)
7810,Tape (2001)
7811,Tapeheads (1988)
7812,Taps (1981)
7813,Tarantula (1955)
7814,Tarnation (2003)
7815,Tarzan (1999)
7816,Tarzan Finds a Son! (1939)
7817,Tarzan and His Mate (1934)
7818,"Tarzan, the Ape Man (1981)"
7819,Taste of Cherry (Ta'm e guilass) (1997)
7820,"Taste of Others, The (Le goût des autres) (2000)"
7821,Taxi (1998)
7822,Taxi 2 (2000)
7823,Taxi Driver (1976)
7824,Taxi to the Dark Side (2007)
7825,Taxidermia (2006)
7826,Tea with Mussolini (1999)
7827,Teaching Mrs. Tingle (1999)
7828,Team America: World Police (2004)
7829,Tears of the Sun (2003)
7830,Ted (2012)
7831,Ted 2 (2015)
7832,Teen Wolf (1985)
7833,Teenage Caveman (2002)
7834,Teenage Mutant Ninja Turtles (1990)
7835,Teenage Mutant Ninja Turtles (2014)
7836,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
7837,Teenage Mutant Ninja Turtles III (1993)
7838,Teenage Mutant Ninja Turtles: Out of the Shadows (2016)
7839,Teeth (2007)
7840,Tekken (2010)
7841,Tekkonkinkreet (Tekkon kinkurîto) (2006)
7842,Tell No One (Ne le dis à personne) (2006)
7843,"Temp, The (1993)"
7844,Temple Grandin (2010)
7845,"Temptations, The (1998)"
7846,Ten (2002)
7847,"Ten Commandments, The (1956)"
7848,Tenacious D in The Pick of Destiny (2006)
7849,"Tenant, The (Locataire, Le) (1976)"
7850,Tender Mercies (1983)
7851,Tenebre (1982)
7852,Teorema (1968)
7853,Tequila Sunrise (1988)
7854,Terminal USA (1993)
7855,Terminal Velocity (1994)
7856,"Terminal, The (2004)"
7857,Terminator 2: Judgment Day (1991)
7858,Terminator 3: Rise of the Machines (2003)
7859,Terminator Genisys (2015)
7860,Terminator Salvation (2009)
7861,"Terminator, The (1984)"
7862,Terms of Endearment (1983)
7863,Terra (a.k.a. Battle for Terra) (2007)
7864,"Terror, The (1963)"
7865,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
7866,Tess (1979)
7867,Testament (1983)
7868,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
7869,Tetsuo II: Body Hammer (1992)
7870,"Tetsuo, the Ironman (Tetsuo) (1988)"
7871,Tex (1982)
7872,"Texas Chainsaw Massacre 2, The (1986)"
7873,"Texas Chainsaw Massacre, The (1974)"
7874,"Texas Chainsaw Massacre, The (2003)"
7875,"Texas Chainsaw Massacre: The Beginning, The (2006)"
7876,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
7877,Thank You for Smoking (2006)
7878,That Awkward Moment (2014)
7879,That Darn Cat (1997)
7880,That Darn Cat! (1965)
7881,That Obscure Object of Desire (Cet obscur objet du désir) (1977)
7882,That Old Feeling (1997)
7883,That Thing You Do! (1996)
7884,That Touch of Mink (1962)
7885,That Was Then... This Is Now (1985)
7886,That's Entertainment (1974)
7887,That's Entertainment! III (1994)
7888,"That's Entertainment, Part II (1976)"
7889,That's Life! (1986)
7890,That's My Boy (2012)
7891,That's The Way I Like It (a.k.a. Forever Fever) (1998)
7892,The 3 Penny Opera (1931)
7893,The Age of Adaline (2015)
7894,The Alamo (2004)
7895,The Amazing Spider-Man 2 (2014)
7896,The Artist (2011)
7897,The Atticus Institute (2015)
7898,The Beatles: Eight Days a Week - The Touring Years (2016)
7899,The Best of Me (2014)
7900,The Big Bus (1976)
7901,The Big Gay Musical (2009)
7902,The Big Sleep (1978)
7903,The Biggest Fan (2002)
7904,The Book of Life (2014)
7905,The Borderlands (2013)
7906,The Boy (2016)
7907,The Boy Next Door (2015)
7908,The Boy and the Beast (2015)
7909,The Boyfriend School (1990)
7910,The Brave Little Toaster Goes to Mars (1998)
7911,The Brothers Grimsby (2016)
7912,The Butterfly Effect (2004)
7913,The Butterfly Effect 3: Revelations (2009)
7914,The Car (1977)
7915,The Chumscrubber (2005)
7916,The Clowns (1970)
7917,The Cobbler (2015)
7918,The Conjuring 2 (2016)
7919,The Conrad Boys (2006)
7920,The Count of Monte Cristo (2002)
7921,The D Train (2015)
7922,The DUFF (2015)
7923,The Danish Girl (2015)
7924,The Day That Lasted 21 Years (2012)
7925,The Devil's Advocate (1997)
7926,The Devils (1971)
7927,The Diary of Anne Frank (1959)
7928,The Disappearance of Eleanor Rigby: Her (2013)
7929,The Dress (1996)
7930,The Dressmaker (2015)
7931,The Drop (2014)
7932,The Earrings of Madame de... (1953)
7933,The Emperor's Club (2002)
7934,The End of the Tour (2015)
7935,The Expendables 3 (2014)
7936,The Face of an Angel (2015)
7937,The Falcon and the Snowman (1985)
7938,The Fault in Our Stars (2014)
7939,The Gambler (2014)
7940,The Gift (2015)
7941,The Glass Shield (1994)
7942,The Golden Voyage of Sinbad (1973)
7943,The Good Dinosaur (2015)
7944,The Great Gatsby (1926)
7945,The Great Raid (2005)
7946,The Great Train Robbery (1978)
7947,The Harvest (2013)
7948,The Hateful Eight (2015)
7949,The Hobbit: The Battle of the Five Armies (2014)
7950,The Hole (2001)
7951,The Human Centipede III (Final Sequence) (2015)
7952,The Hundred-Foot Journey (2014)
7953,The Hunger (1983)
7954,The Hunger Games (2012)
7955,The Hunger Games: Catching Fire (2013)
7956,The Hunger Games: Mockingjay - Part 1 (2014)
7957,The Hunger Games: Mockingjay - Part 2 (2015)
7958,The Huntsman Winter's War (2016)
7959,The Imitation Game (2014)
7960,The Importance of Being Earnest (1952)
7961,The Intern (2015)
7962,The Interview (2014)
7963,The Invitation (2015)
7964,The Island (2006)
7965,The Jane Austen Book Club (2007)
7966,The Jinx: The Life and Deaths of Robert Durst (2015)
7967,The Jungle Book (2016)
7968,The Lair of the White Worm (1988)
7969,The Last Brickmaker in America (2001)
7970,The Last Days of Emma Blank (2009)
7971,The Last Witch Hunter (2015)
7972,The Legend of Tarzan (2016)
7973,The Lego Movie (2014)
7974,The Lobster (2015)
7975,The Loft (2014)
7976,The Longest Week (2014)
7977,The Lovers and the Despot
7978,The Machine (1994)
7979,The Machinist (2004)
7980,The Maid's Room (2014)
7981,The Man I Love (1997)
7982,The Man from Nowhere (2010)
7983,The Man from U.N.C.L.E. (2015)
7984,The Man in the Moon (1991)
7985,The Martian (2015)
7986,The Mating Habits of the Earthbound Human (1999)
7987,The Men Next Door (2012)
7988,The Missouri Breaks (1976)
7989,The Monster Club (1981)
7990,The Nice Guys (2016)
7991,The Night Before (2015)
7992,The Opposite Sex (2014)
7993,The Overnight (2015)
7994,The Pacific (2010)
7995,The Perfect Guy (2015)
7996,The Pick-up Artist (1987)
7997,The Plague of the Zombies (1966)
7998,The Possession of Michael King (2014)
7999,The Pumaman (1980)
8000,The Purge: Election Year (2016)
8001,The Queen (2006)
